layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293997.8677392,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.194,194.7.248.153,17.0,25.0,2113.0,week1_monday.tcpdump,5152,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293997.867906,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.194,16.0,2113.0,25.0,week1_monday.tcpdump,5153,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293997.8778732,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.194,17.0,2113.0,25.0,week1_monday.tcpdump,5154,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920293997.878199,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,2.0,2116.0,25.0,week1_monday.tcpdump,5155,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293997.8787688,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.194,194.7.248.153,16.0,25.0,2113.0,week1_monday.tcpdump,5156,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920293997.8792392,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,18.0,25.0,2116.0,week1_monday.tcpdump,5157,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293997.879375,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5158,,
Ether,133,IP,119,TCP,99.0,SMTPResponse,79.0,,,920293997.917362,133,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,24.0,25.0,2116.0,week1_monday.tcpdump,5159,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,,,920293997.919112,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,24.0,2116.0,25.0,week1_monday.tcpdump,5160,,
Ether,156,IP,142,TCP,122.0,SMTPResponse,102.0,,,920293997.92039,156,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,24.0,25.0,2116.0,week1_monday.tcpdump,5161,,
Ether,89,IP,75,TCP,55.0,SMTPRequest,35.0,,,920293997.920756,89,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,24.0,2116.0,25.0,week1_monday.tcpdump,5162,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293997.9678768,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5163,,
Ether,96,IP,82,TCP,62.0,SMTPResponse,42.0,,,920293998.0072472,96,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,24.0,25.0,2116.0,week1_monday.tcpdump,5164,,
Ether,91,IP,77,TCP,57.0,SMTPRequest,37.0,,,920293998.007533,91,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,24.0,2116.0,25.0,week1_monday.tcpdump,5165,,
Ether,103,IP,89,TCP,69.0,SMTPResponse,49.0,,,920293998.013957,103,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,24.0,25.0,2116.0,week1_monday.tcpdump,5166,,
Ether,94,IP,80,TCP,60.0,SMTPRequest,40.0,,,920293998.014234,94,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,24.0,2116.0,25.0,week1_monday.tcpdump,5167,,
Ether,106,IP,92,TCP,72.0,SMTPResponse,52.0,,,920293998.018805,106,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,24.0,25.0,2116.0,week1_monday.tcpdump,5168,,
Ether,91,IP,77,TCP,57.0,SMTPRequest,37.0,,,920293998.019076,91,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,24.0,2116.0,25.0,week1_monday.tcpdump,5169,,
Ether,103,IP,89,TCP,69.0,SMTPResponse,49.0,,,920293998.02353,103,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,24.0,25.0,2116.0,week1_monday.tcpdump,5170,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,,,920293998.02379,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,24.0,2116.0,25.0,week1_monday.tcpdump,5171,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,,,920293998.03654,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,24.0,25.0,2116.0,week1_monday.tcpdump,5172,,
Ether,1078,IP,1064,TCP,1044.0,SMTPRequest,1024.0,,,920293998.0378492,1078,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,24.0,2116.0,25.0,week1_monday.tcpdump,5173,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.039084,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5174,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.040328,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5175,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.041563,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5176,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.042788,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5177,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.0439992,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5178,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.044224,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5179,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.045433,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5180,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.04666,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5181,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.048707,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5182,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.050033,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5183,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.051258,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5184,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.05147,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5185,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.052676,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5186,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.053944,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5187,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.055169,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5188,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.05527,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5189,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.056615,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5190,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.057852,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5191,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.0590508,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5192,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.061004,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5193,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.062363,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5194,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.0624608,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5195,,
Ether,60,Raw,46,,,,,,,920293998.0683608,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_monday.tcpdump,5196,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.137866,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5197,,
Ether,873,IP,859,TCP,839.0,SMTPRequest,819.0,,,920293998.138681,873,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,24.0,2116.0,25.0,week1_monday.tcpdump,5198,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.18801,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5199,,
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,,,920293998.230478,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,24.0,25.0,2116.0,week1_monday.tcpdump,5200,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,,,920293998.230704,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,24.0,2116.0,25.0,week1_monday.tcpdump,5201,,
Ether,86,IP,72,TCP,52.0,SMTPResponse,32.0,,,920293998.2344508,86,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,24.0,25.0,2116.0,week1_monday.tcpdump,5202,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.235276,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,17.0,25.0,2116.0,week1_monday.tcpdump,5203,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.235442,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,16.0,2116.0,25.0,week1_monday.tcpdump,5204,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.243962,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.50,17.0,2116.0,25.0,week1_monday.tcpdump,5205,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920293998.244229,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,2.0,2120.0,25.0,week1_monday.tcpdump,5206,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.244825,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,194.7.248.153,16.0,25.0,2116.0,week1_monday.tcpdump,5207,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920293998.2453028,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,18.0,25.0,2120.0,week1_monday.tcpdump,5208,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.245452,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5209,,
Dot3,54,LLC,40,Raw,37.0,,,,,920293998.859068,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5210,,
Ether,137,IP,123,TCP,103.0,SMTPResponse,83.0,,,920293998.8847108,137,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,24.0,25.0,2120.0,week1_monday.tcpdump,5211,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,,,920293998.886858,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,24.0,2120.0,25.0,week1_monday.tcpdump,5212,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,,,920293998.888511,80,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,24.0,25.0,2120.0,week1_monday.tcpdump,5213,,
Ether,76,IP,62,TCP,42.0,SMTPRequest,22.0,,,920293998.888814,76,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,24.0,2120.0,25.0,week1_monday.tcpdump,5214,,
Ether,98,IP,84,TCP,64.0,SMTPResponse,44.0,,,920293998.889613,98,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,24.0,25.0,2120.0,week1_monday.tcpdump,5215,,
Ether,89,IP,75,TCP,55.0,SMTPRequest,35.0,,,920293998.8898869,89,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,24.0,2120.0,25.0,week1_monday.tcpdump,5216,,
Ether,96,IP,82,TCP,62.0,SMTPResponse,42.0,,,920293998.890684,96,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,24.0,25.0,2120.0,week1_monday.tcpdump,5217,,
Ether,93,IP,79,TCP,59.0,SMTPRequest,39.0,,,920293998.890994,93,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,24.0,2120.0,25.0,week1_monday.tcpdump,5218,,
Ether,92,IP,78,TCP,58.0,SMTPResponse,38.0,,,920293998.8917948,92,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,24.0,25.0,2120.0,week1_monday.tcpdump,5219,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,,,920293998.8920572,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,24.0,2120.0,25.0,week1_monday.tcpdump,5220,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,,,920293998.894338,104,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,24.0,25.0,2120.0,week1_monday.tcpdump,5221,,
Ether,1078,IP,1064,TCP,1044.0,SMTPRequest,1024.0,,,920293998.89574,1078,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,24.0,2120.0,25.0,week1_monday.tcpdump,5222,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.89734,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5223,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.898162,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5224,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.899386,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5225,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.900618,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5226,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.90186,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5227,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.903071,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5228,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.9092152,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,16.0,25.0,2120.0,week1_monday.tcpdump,5229,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.910548,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5230,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.911776,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5231,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.913,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5232,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.914234,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5233,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.915467,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5234,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.916741,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5235,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.917994,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5236,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.9192028,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5237,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.9232768,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,16.0,25.0,2120.0,week1_monday.tcpdump,5238,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.9246053,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5239,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,920293998.925838,1514,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5240,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.9292212,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,16.0,25.0,2120.0,week1_monday.tcpdump,5241,,
Ether,873,IP,859,TCP,839.0,SMTPRequest,819.0,,,920293998.9300108,873,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,24.0,2120.0,25.0,week1_monday.tcpdump,5242,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,,,920293998.94495,73,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,24.0,25.0,2120.0,week1_monday.tcpdump,5243,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,,,920293998.945157,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,24.0,2120.0,25.0,week1_monday.tcpdump,5244,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,,,920293998.9459312,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,24.0,25.0,2120.0,week1_monday.tcpdump,5245,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.946689,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,17.0,25.0,2120.0,week1_monday.tcpdump,5246,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.946856,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,16.0,2120.0,25.0,week1_monday.tcpdump,5247,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.949144,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,194.7.248.153,172.16.112.149,17.0,2120.0,25.0,week1_monday.tcpdump,5248,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920293998.949814,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.149,194.7.248.153,16.0,25.0,2120.0,week1_monday.tcpdump,5249,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294000.358688,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5250,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294001.359391,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5251,,
Ether,72,IP,58,UDP,38.0,DNS,30.0,,,920294001.439328,72,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,194.7.248.153,,53.0,53.0,week1_monday.tcpdump,5252,,
Ether,144,IP,130,UDP,110.0,DNS,102.0,,,920294001.440496,144,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,5253,,
Ether,71,IP,57,UDP,37.0,DNS,29.0,,,920294002.449876,71,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,197.218.177.69,,53.0,53.0,week1_monday.tcpdump,5254,,
Ether,139,IP,125,UDP,105.0,DNS,97.0,,,920294002.45034,139,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,5255,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294003.3592,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5256,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294004.359542,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5257,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294005.358697,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5258,,
Ether,72,IP,58,UDP,38.0,DNS,30.0,,,920294005.459448,72,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,194.7.248.153,,53.0,53.0,week1_monday.tcpdump,5259,,
Ether,144,IP,130,UDP,110.0,DNS,102.0,,,920294005.4605992,144,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,5260,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294006.860435,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5261,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294007.858157,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5262,,
Ether,60,Raw,46,,,,,,,920294008.068114,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_monday.tcpdump,5263,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294009.360395,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5264,,
Ether,72,IP,58,UDP,38.0,DNS,30.0,,,920294009.46976,72,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,194.7.248.153,,53.0,53.0,week1_monday.tcpdump,5265,,
Ether,144,IP,130,UDP,110.0,DNS,102.0,,,920294009.470933,144,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_monday.tcpdump,5266,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294010.859227,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5267,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294011.859185,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5268,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294012.858284,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5269,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294013.8590108,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5270,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294014.860666,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5271,,
Ether,66,IP,52,UDP,32.0,RIP,24.0,RIPEntry,20.0,920294014.984709,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week1_monday.tcpdump,5272,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294016.358406,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5273,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294017.3589962,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5274,,
Ether,60,Raw,46,,,,,,,920294018.1399368,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_monday.tcpdump,5275,,
Dot3,54,LLC,40,Raw,37.0,,,,,920294018.858731,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_monday.tcpdump,5276,,
