layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.7879832,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,17.0,2937.0,80.0,week1_wednesday.tcpdump,4978,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.7886,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,16.0,80.0,2937.0,week1_wednesday.tcpdump,4979,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.792522,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,2.0,2938.0,80.0,week1_wednesday.tcpdump,4980,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.795984,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,18.0,80.0,2938.0,week1_wednesday.tcpdump,4981,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.796642,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,16.0,2938.0,80.0,week1_wednesday.tcpdump,4982,,
Ether,420,IP,406,TCP,386.0,HTTP,366.0,HTTPRequest,366.0,920466566.797464,420,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,24.0,2938.0,80.0,week1_wednesday.tcpdump,4983,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.81952,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,16.0,80.0,2938.0,week1_wednesday.tcpdump,4984,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,HTTPResponse,1460.0,920466566.824387,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,16.0,80.0,2938.0,week1_wednesday.tcpdump,4985,Raw,1194.0
Ether,1235,IP,1221,TCP,1201.0,HTTP,1181.0,Raw,1181.0,920466566.8253368,1235,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,24.0,80.0,2938.0,week1_wednesday.tcpdump,4986,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.825434,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,17.0,80.0,2938.0,week1_wednesday.tcpdump,4987,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.827238,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,16.0,2938.0,80.0,week1_wednesday.tcpdump,4988,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.830448,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,17.0,2938.0,80.0,week1_wednesday.tcpdump,4989,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.833315,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,16.0,80.0,2938.0,week1_wednesday.tcpdump,4990,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.837037,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,2.0,3000.0,80.0,week1_wednesday.tcpdump,4991,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.840515,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,18.0,80.0,3000.0,week1_wednesday.tcpdump,4992,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.841178,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3000.0,80.0,week1_wednesday.tcpdump,4993,,
Ether,389,IP,375,TCP,355.0,HTTP,335.0,HTTPRequest,335.0,920466566.842003,389,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,24.0,3000.0,80.0,week1_wednesday.tcpdump,4994,,
Ether,1078,IP,1064,TCP,1044.0,HTTP,1024.0,HTTPResponse,1024.0,920466566.859291,1078,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,24.0,80.0,3000.0,week1_wednesday.tcpdump,4995,Raw,789.0
Ether,916,IP,902,TCP,882.0,HTTP,862.0,Raw,862.0,920466566.860037,916,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,24.0,80.0,3000.0,week1_wednesday.tcpdump,4996,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.860134,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,17.0,80.0,3000.0,week1_wednesday.tcpdump,4997,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.8616,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3000.0,80.0,week1_wednesday.tcpdump,4998,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.864855,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,17.0,3000.0,80.0,week1_wednesday.tcpdump,4999,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.867718,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,16.0,80.0,3000.0,week1_wednesday.tcpdump,5000,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.8699528,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,2.0,3064.0,80.0,week1_wednesday.tcpdump,5001,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.8734232,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,18.0,80.0,3064.0,week1_wednesday.tcpdump,5002,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.8740869,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3064.0,80.0,week1_wednesday.tcpdump,5003,,
Ether,393,IP,379,TCP,359.0,HTTP,339.0,HTTPRequest,339.0,920466566.8749132,393,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,24.0,3064.0,80.0,week1_wednesday.tcpdump,5004,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.889525,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,16.0,80.0,3064.0,week1_wednesday.tcpdump,5005,,
Ether,1064,IP,1050,TCP,1030.0,HTTP,1010.0,HTTPResponse,1010.0,920466566.8924072,1064,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,24.0,80.0,3064.0,week1_wednesday.tcpdump,5006,Raw,786.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.892702,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,17.0,80.0,3064.0,week1_wednesday.tcpdump,5007,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.893912,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3064.0,80.0,week1_wednesday.tcpdump,5008,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.897744,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,17.0,3064.0,80.0,week1_wednesday.tcpdump,5009,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.900564,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,16.0,80.0,3064.0,week1_wednesday.tcpdump,5010,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.902666,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,2.0,3127.0,80.0,week1_wednesday.tcpdump,5011,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.906153,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,18.0,80.0,3127.0,week1_wednesday.tcpdump,5012,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.906809,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,16.0,3127.0,80.0,week1_wednesday.tcpdump,5013,,
Ether,428,IP,414,TCP,394.0,HTTP,374.0,HTTPRequest,374.0,920466566.90764,428,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,24.0,3127.0,80.0,week1_wednesday.tcpdump,5014,,
Ether,381,IP,367,TCP,347.0,HTTP,327.0,HTTPResponse,327.0,920466566.923984,381,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,24.0,80.0,3127.0,week1_wednesday.tcpdump,5015,Raw,60.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.9240848,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,17.0,80.0,3127.0,week1_wednesday.tcpdump,5016,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.9249412,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,16.0,3127.0,80.0,week1_wednesday.tcpdump,5017,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.9284288,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,17.0,3127.0,80.0,week1_wednesday.tcpdump,5018,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.9313028,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,16.0,80.0,3127.0,week1_wednesday.tcpdump,5019,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.933438,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,2.0,3128.0,80.0,week1_wednesday.tcpdump,5020,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.936914,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,18.0,80.0,3128.0,week1_wednesday.tcpdump,5021,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.93757,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,16.0,3128.0,80.0,week1_wednesday.tcpdump,5022,,
Ether,414,IP,400,TCP,380.0,HTTP,360.0,HTTPRequest,360.0,920466566.938401,414,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,24.0,3128.0,80.0,week1_wednesday.tcpdump,5023,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.9594972,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,16.0,80.0,3128.0,week1_wednesday.tcpdump,5024,,
Ether,381,IP,367,TCP,347.0,HTTP,327.0,HTTPResponse,327.0,920466566.966493,381,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,24.0,80.0,3128.0,week1_wednesday.tcpdump,5025,Raw,60.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.966592,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,17.0,80.0,3128.0,week1_wednesday.tcpdump,5026,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.9674869,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,16.0,3128.0,80.0,week1_wednesday.tcpdump,5027,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.971026,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,17.0,3128.0,80.0,week1_wednesday.tcpdump,5028,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.973895,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,16.0,80.0,3128.0,week1_wednesday.tcpdump,5029,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.976519,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,2.0,3129.0,80.0,week1_wednesday.tcpdump,5030,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466566.9799948,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,18.0,80.0,3129.0,week1_wednesday.tcpdump,5031,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.980659,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3129.0,80.0,week1_wednesday.tcpdump,5032,,
Ether,380,IP,366,TCP,346.0,HTTP,326.0,HTTPRequest,326.0,920466566.9814392,380,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,24.0,3129.0,80.0,week1_wednesday.tcpdump,5033,,
Ether,346,IP,332,TCP,312.0,HTTP,292.0,HTTPResponse,292.0,920466566.997799,346,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,24.0,80.0,3129.0,week1_wednesday.tcpdump,5034,Raw,60.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.997901,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,17.0,80.0,3129.0,week1_wednesday.tcpdump,5035,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466566.998758,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3129.0,80.0,week1_wednesday.tcpdump,5036,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.0024072,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,17.0,3129.0,80.0,week1_wednesday.tcpdump,5037,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.005299,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,16.0,80.0,3129.0,week1_wednesday.tcpdump,5038,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466567.007692,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,2.0,3130.0,80.0,week1_wednesday.tcpdump,5039,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466567.011183,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,18.0,80.0,3130.0,week1_wednesday.tcpdump,5040,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.011835,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,16.0,3130.0,80.0,week1_wednesday.tcpdump,5041,,
Ether,380,IP,366,TCP,346.0,HTTP,326.0,HTTPRequest,326.0,920466567.012594,380,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,24.0,3130.0,80.0,week1_wednesday.tcpdump,5042,,
Ether,404,IP,390,TCP,370.0,HTTP,350.0,HTTPResponse,350.0,920466567.029175,404,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,24.0,80.0,3130.0,week1_wednesday.tcpdump,5043,Raw,84.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.029354,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,17.0,80.0,3130.0,week1_wednesday.tcpdump,5044,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.030052,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,16.0,3130.0,80.0,week1_wednesday.tcpdump,5045,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.0339369,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.67,17.0,3130.0,80.0,week1_wednesday.tcpdump,5046,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.036696,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.67,172.16.114.148,16.0,80.0,3130.0,week1_wednesday.tcpdump,5047,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466567.0397288,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,2.0,3131.0,80.0,week1_wednesday.tcpdump,5048,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466567.043219,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,18.0,80.0,3131.0,week1_wednesday.tcpdump,5049,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.043868,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3131.0,80.0,week1_wednesday.tcpdump,5050,,
Ether,394,IP,380,TCP,360.0,HTTP,340.0,HTTPRequest,340.0,920466567.044692,394,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,24.0,3131.0,80.0,week1_wednesday.tcpdump,5051,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.0595528,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,16.0,80.0,3131.0,week1_wednesday.tcpdump,5052,,
Ether,1514,IP,1500,TCP,1480.0,HTTP,1460.0,HTTPResponse,1460.0,920466567.0627712,1514,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,16.0,80.0,3131.0,week1_wednesday.tcpdump,5053,Raw,1226.0
Ether,947,IP,933,TCP,913.0,HTTP,893.0,Raw,893.0,920466567.0635288,947,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,24.0,80.0,3131.0,week1_wednesday.tcpdump,5054,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.063644,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,17.0,80.0,3131.0,week1_wednesday.tcpdump,5055,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.0653912,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3131.0,80.0,week1_wednesday.tcpdump,5056,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.069266,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,17.0,3131.0,80.0,week1_wednesday.tcpdump,5057,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.072091,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,16.0,80.0,3131.0,week1_wednesday.tcpdump,5058,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466567.075174,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,2.0,3132.0,80.0,week1_wednesday.tcpdump,5059,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,920466567.078641,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,18.0,80.0,3132.0,week1_wednesday.tcpdump,5060,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.07931,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3132.0,80.0,week1_wednesday.tcpdump,5061,,
Ether,391,IP,377,TCP,357.0,HTTP,337.0,HTTPRequest,337.0,920466567.080084,391,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,24.0,3132.0,80.0,week1_wednesday.tcpdump,5062,,
Ether,1031,IP,1017,TCP,997.0,HTTP,977.0,HTTPResponse,977.0,920466567.098516,1031,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,24.0,80.0,3132.0,week1_wednesday.tcpdump,5063,Raw,772.0
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.0986131,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,17.0,80.0,3132.0,week1_wednesday.tcpdump,5064,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.100022,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,16.0,3132.0,80.0,week1_wednesday.tcpdump,5065,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.104132,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.148,205.181.112.65,17.0,3132.0,80.0,week1_wednesday.tcpdump,5066,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,920466567.107004,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.65,172.16.114.148,16.0,80.0,3132.0,week1_wednesday.tcpdump,5067,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466567.514052,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,5068,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466567.515616,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,5069,,
Ether,71,IP,57,UDP,37.0,DNS,29.0,,,920466568.0215552,71,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,195.115.218.108,,53.0,53.0,week1_wednesday.tcpdump,5070,,
Ether,142,IP,128,UDP,108.0,DNS,100.0,,,920466568.022699,142,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_wednesday.tcpdump,5071,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466568.7091992,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,5072,,
Ether,60,Raw,46,,,,,,,920466568.759241,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,5073,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466569.509088,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,5074,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466569.510724,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,5075,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466570.706878,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,5076,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466571.5041492,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,5077,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466571.509869,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,5078,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466572.20722,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,5079,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466573.2069732,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,5080,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.388377,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,5081,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.389784,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,5082,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.391598,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,5083,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.392666,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,5084,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.3938392,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,5085,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.395298,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,5086,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.405137,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,5087,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.407754,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,5088,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.416828,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week1_wednesday.tcpdump,5089,,
Ether,60,ARP,46,Padding,18.0,,,,,920466573.419214,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,5090,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466573.515788,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,5091,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466573.517364,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,5092,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466574.706858,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,5093,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466575.511133,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,5094,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466575.51267,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,5095,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466576.206764,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,5096,,
Ether,71,IP,57,UDP,37.0,DNS,29.0,,,920466576.784861,71,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,195.115.218.108,,53.0,53.0,week1_wednesday.tcpdump,5097,,
Ether,142,IP,128,UDP,108.0,DNS,100.0,,,920466576.786019,142,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week1_wednesday.tcpdump,5098,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466577.506058,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,5099,,
Ether,159,IP,145,UDP,125.0,SNMP,117.0,,,920466577.507656,159,00:10:7b:38:46:32,08:00:07:ce:05:21,172.16.112.100,192.168.1.30,,161.0,32769.0,week1_wednesday.tcpdump,5100,,
Dot3,54,LLC,40,Raw,37.0,,,,,920466578.209694,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week1_wednesday.tcpdump,5101,,
Ether,66,IP,52,UDP,32.0,RIP,24.0,RIPEntry,20.0,920466578.403831,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week1_wednesday.tcpdump,5102,,
Ether,60,Raw,46,,,,,,,920466578.7590528,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week1_wednesday.tcpdump,5103,,
Ether,146,IP,132,UDP,112.0,SNMP,104.0,,,920466579.51765,146,08:00:07:ce:05:21,00:10:7b:38:46:32,192.168.1.30,172.16.112.100,,32769.0,161.0,week1_wednesday.tcpdump,5104,,
