layers_0,length_0,layers_1,length_1,layers_2,length_2,layers_3,length_3,layers_4,length_4,timestamps,length_total,mac_src,mac_dst,ip_src,ip_dst,flags,sport,dport,filename,num_packet,layers_5,length_5
Ether,234,IP,220,TCP,200.0,HTTP,180.0,Raw,180.0,921762636.4069211,234,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,24.0,80.0,5136.0,week3_wednesday.tcpdump,6177,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.410288,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,16.0,5136.0,80.0,week3_wednesday.tcpdump,6178,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.413066,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,17.0,80.0,5136.0,week3_wednesday.tcpdump,6179,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.413755,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,16.0,5136.0,80.0,week3_wednesday.tcpdump,6180,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.416092,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,17.0,5136.0,80.0,week3_wednesday.tcpdump,6181,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.417165,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,16.0,80.0,5136.0,week3_wednesday.tcpdump,6182,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762636.420686,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,2.0,5137.0,80.0,week3_wednesday.tcpdump,6183,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762636.4241768,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,18.0,80.0,5137.0,week3_wednesday.tcpdump,6184,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.424858,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,16.0,5137.0,80.0,week3_wednesday.tcpdump,6185,,
Ether,361,IP,347,TCP,327.0,HTTP,307.0,HTTPRequest,307.0,921762636.425653,361,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,24.0,5137.0,80.0,week3_wednesday.tcpdump,6186,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.447027,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,16.0,80.0,5137.0,week3_wednesday.tcpdump,6187,,
Ether,1078,IP,1064,TCP,1044.0,HTTP,1024.0,HTTPResponse,1024.0,921762636.4539652,1078,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,24.0,80.0,5137.0,week3_wednesday.tcpdump,6188,Raw,799.0
Ether,300,IP,286,TCP,266.0,HTTP,246.0,Raw,246.0,921762636.4542212,300,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,24.0,80.0,5137.0,week3_wednesday.tcpdump,6189,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.454312,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,17.0,80.0,5137.0,week3_wednesday.tcpdump,6190,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.455788,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,16.0,5137.0,80.0,week3_wednesday.tcpdump,6191,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.46728,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,17.0,5137.0,80.0,week3_wednesday.tcpdump,6192,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.4702,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,16.0,80.0,5137.0,week3_wednesday.tcpdump,6193,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762636.4717892,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,2.0,5138.0,80.0,week3_wednesday.tcpdump,6194,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762636.4752789,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,18.0,80.0,5138.0,week3_wednesday.tcpdump,6195,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.475964,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,16.0,5138.0,80.0,week3_wednesday.tcpdump,6196,,
Ether,366,IP,352,TCP,332.0,HTTP,312.0,HTTPRequest,312.0,921762636.476804,366,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,24.0,5138.0,80.0,week3_wednesday.tcpdump,6197,,
Ether,1078,IP,1064,TCP,1044.0,HTTP,1024.0,HTTPResponse,1024.0,921762636.492746,1078,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,24.0,80.0,5138.0,week3_wednesday.tcpdump,6198,Raw,799.0
Ether,889,IP,875,TCP,855.0,HTTP,835.0,Raw,835.0,921762636.4934232,889,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,24.0,80.0,5138.0,week3_wednesday.tcpdump,6199,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.4935088,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,17.0,80.0,5138.0,week3_wednesday.tcpdump,6200,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.4949912,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,16.0,5138.0,80.0,week3_wednesday.tcpdump,6201,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.497284,60,00:10:7b:38:46:32,00:60:97:de:54:36,172.16.114.207,205.181.112.75,17.0,5138.0,80.0,week3_wednesday.tcpdump,6202,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762636.498594,60,00:60:97:de:54:36,00:10:7b:38:46:32,205.181.112.75,172.16.114.207,16.0,80.0,5138.0,week3_wednesday.tcpdump,6203,,
Ether,66,IP,52,UDP,32.0,RIP,24.0,RIPEntry,20.0,921762636.71658,66,00:10:7b:38:46:32,01:00:5e:00:00:09,192.168.1.1,224.0.0.9,,520.0,520.0,week3_wednesday.tcpdump,6204,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762638.184608,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6205,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762639.186566,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6206,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762639.5015552,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,2.0,5139.0,25.0,week3_wednesday.tcpdump,6207,,
Ether,60,IP,46,TCP,26.0,Padding,2.0,,,921762639.50194,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,18.0,25.0,5139.0,week3_wednesday.tcpdump,6208,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762639.50266,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,16.0,5139.0,25.0,week3_wednesday.tcpdump,6209,,
Ether,87,IP,73,UDP,53.0,DNS,45.0,,,921762639.516295,87,00:c0:4f:a3:58:23,00:10:7b:38:46:32,192.168.1.10,172.16.112.20,,53.0,53.0,week3_wednesday.tcpdump,6210,,
Ether,174,IP,160,UDP,140.0,DNS,132.0,,,921762639.517565,174,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.20,192.168.1.10,,53.0,53.0,week3_wednesday.tcpdump,6211,,
Ether,139,IP,125,TCP,105.0,SMTPResponse,85.0,,,921762639.525431,139,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,24.0,25.0,5139.0,week3_wednesday.tcpdump,6212,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762639.5402448,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,16.0,5139.0,25.0,week3_wednesday.tcpdump,6213,,
Ether,78,IP,64,TCP,44.0,SMTPRequest,24.0,,,921762639.570916,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,24.0,5139.0,25.0,week3_wednesday.tcpdump,6214,,
Ether,80,IP,66,TCP,46.0,SMTPResponse,26.0,,,921762639.571367,80,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,24.0,25.0,5139.0,week3_wednesday.tcpdump,6215,,
Ether,78,IP,64,TCP,44.0,SMTPRequest,24.0,,,921762639.5723633,78,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,24.0,5139.0,25.0,week3_wednesday.tcpdump,6216,,
Ether,100,IP,86,TCP,66.0,SMTPResponse,46.0,,,921762639.572648,100,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,24.0,25.0,5139.0,week3_wednesday.tcpdump,6217,,
Ether,94,IP,80,TCP,60.0,SMTPRequest,40.0,,,921762639.57354,94,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,24.0,5139.0,25.0,week3_wednesday.tcpdump,6218,,
Ether,101,IP,87,TCP,67.0,SMTPResponse,47.0,,,921762639.573814,101,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,24.0,25.0,5139.0,week3_wednesday.tcpdump,6219,,
Ether,92,IP,78,TCP,58.0,SMTPRequest,38.0,,,921762639.5747608,92,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,24.0,5139.0,25.0,week3_wednesday.tcpdump,6220,,
Ether,91,IP,77,TCP,57.0,SMTPResponse,37.0,,,921762639.5750368,91,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,24.0,25.0,5139.0,week3_wednesday.tcpdump,6221,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,,,921762639.575887,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,24.0,5139.0,25.0,week3_wednesday.tcpdump,6222,,
Ether,104,IP,90,TCP,70.0,SMTPResponse,50.0,,,921762639.576449,104,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,24.0,25.0,5139.0,week3_wednesday.tcpdump,6223,,
Ether,1078,IP,1064,TCP,1044.0,SMTPRequest,1024.0,,,921762639.578974,1078,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,24.0,5139.0,25.0,week3_wednesday.tcpdump,6224,,
Ether,1514,IP,1500,TCP,1480.0,SMTPRequest,1460.0,,,921762639.58056,1514,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,16.0,5139.0,25.0,week3_wednesday.tcpdump,6225,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762639.5954832,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,16.0,25.0,5139.0,week3_wednesday.tcpdump,6226,,
Ether,1285,IP,1271,TCP,1251.0,SMTPRequest,1231.0,,,921762639.598144,1285,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,24.0,5139.0,25.0,week3_wednesday.tcpdump,6227,,
Ether,73,IP,59,TCP,39.0,SMTPResponse,19.0,,,921762639.599228,73,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,24.0,25.0,5139.0,week3_wednesday.tcpdump,6228,,
Ether,60,IP,46,TCP,26.0,SMTPRequest,6.0,,,921762639.599996,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,24.0,5139.0,25.0,week3_wednesday.tcpdump,6229,,
Ether,78,IP,64,TCP,44.0,SMTPResponse,24.0,,,921762639.6002553,78,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,24.0,25.0,5139.0,week3_wednesday.tcpdump,6230,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762639.6005448,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,17.0,25.0,5139.0,week3_wednesday.tcpdump,6231,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762639.601315,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,16.0,5139.0,25.0,week3_wednesday.tcpdump,6232,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762639.602939,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.114.169,195.73.151.50,17.0,5139.0,25.0,week3_wednesday.tcpdump,6233,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762639.6031368,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,195.73.151.50,172.16.114.169,16.0,25.0,5139.0,week3_wednesday.tcpdump,6234,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762640.6847892,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6235,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762641.684567,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6236,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762642.684514,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6237,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762643.685285,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6238,,
Ether,60,Raw,46,,,,,,,921762644.059685,60,00:10:7b:38:46:32,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,6239,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762645.18439,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6240,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762646.185154,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6241,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762647.184827,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6242,,
Dot3,54,LLC,40,Raw,37.0,,,,,921762648.1847392,54,08:00:09:61:aa:c9,08:00:09:61:aa:c9,,,,,,week3_wednesday.tcpdump,6243,,
Ether,60,ARP,46,Padding,18.0,,,,,921762648.24846,60,00:10:7b:38:46:32,00:60:97:de:54:36,,,,,,week3_wednesday.tcpdump,6244,,
Ether,60,ARP,46,Padding,18.0,,,,,921762648.251458,60,00:60:97:de:54:36,00:10:7b:38:46:32,,,,,,week3_wednesday.tcpdump,6245,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762648.4866812,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6246,,
Ether,72,IP,58,TCP,38.0,TELNET,18.0,,,921762648.487944,72,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6247,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762648.5054412,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6248,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762648.575549,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6249,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,2.0,921762648.576517,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6250,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762648.595446,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6251,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762648.665546,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6252,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,,,921762648.6665188,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6253,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762648.685437,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6254,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762648.755544,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6255,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762648.756477,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6256,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762648.775439,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6257,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762648.845559,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6258,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762648.8464632,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6259,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762648.865435,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6260,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762648.935554,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6261,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762648.9364892,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6262,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762648.9554348,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6263,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.025549,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6264,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.026488,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6265,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.045435,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6266,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.115582,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6267,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.1164788,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6268,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.135436,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6269,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.205766,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6270,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.206672,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6271,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.225446,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6272,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.295586,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6273,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.296526,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6274,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.315441,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6275,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.385886,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6276,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.386836,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6277,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.405434,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6278,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.475546,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6279,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.476476,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6280,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.495434,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6281,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.565541,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6282,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.566469,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6283,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.5854448,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6284,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.655539,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6285,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.6564972,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6286,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.6754287,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6287,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.745541,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6288,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.746486,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6289,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.765431,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6290,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.835556,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6291,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.836482,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6292,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.8554288,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6293,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.925548,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6294,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762649.926477,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6295,,
Ether,60,IP,46,TCP,26.0,Padding,6.0,,,921762649.9454312,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,16.0,1940.0,23.0,week3_wednesday.tcpdump,6296,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762650.015546,60,00:c0:4f:a3:58:23,00:10:7b:38:46:32,197.218.177.69,172.16.112.50,24.0,1940.0,23.0,week3_wednesday.tcpdump,6297,,
Ether,60,IP,46,TCP,26.0,TELNET,6.0,Padding,5.0,921762650.016474,60,00:10:7b:38:46:32,00:c0:4f:a3:58:23,172.16.112.50,197.218.177.69,24.0,23.0,1940.0,week3_wednesday.tcpdump,6298,,
